petName,enemyId,templateId,earth,water,fire,wind,initNum,lvupPointSource,baseVital,baseStr,baseTough,baseDex,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,lvMin,lvMax,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
贝洛洛克,271,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,1,1,32,43,3,6,6,9,2,4,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,282,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,22,24,176,254,19,36,35,54,11,27,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,283,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,25,27,196,281,21,40,40,60,12,30,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,289,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,20,23,162,245,17,35,33,52,10,26,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,290,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,22,25,176,263,19,38,35,56,11,28,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,291,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,24,26,189,272,20,39,38,58,12,29,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,1070,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,44,46,326,455,35,66,66,98,21,49,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,1130,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,59,60,429,583,47,84,87,126,27,63,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,1132,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,60,61,436,593,47,86,89,128,28,64,1,2,60,-1,-1,-1,-1,-1,100268
贝洛洛克,1134,42,70,30,0,0,19,4.5,29,14,32,13,60,0,0,-20,0,0,0,0,61,62,442,602,48,87,90,130,28,65,1,2,60,-1,-1,-1,-1,-1,100268
贝瑞里,2412,128,80,0,0,20,23,4.5,27,37,31,25,0,0,0,0,0,0,1,1,1,1,45,58,9,13,8,11,5,8,1,2,-1,-1,-1,-1,-1,-1,101708
贝沃特,2091,1075,100,0,0,0,26,4.5,26,35,27,29,0,0,0,0,0,0,1,1,1,1,49,64,10,14,8,12,7,10,1,2,-1,-1,-1,-1,-1,-1,101570
比比加,1568,734,40,60,0,0,22,4.5,29,25,24,26,0,0,0,0,0,0,1,1,1,1,41,53,6,9,6,9,5,8,1,2,-1,-1,-1,-1,-1,-1,100829
比比加,1721,734,40,60,0,0,22,4.5,29,25,24,26,0,0,0,0,0,0,1,1,65,75,519,779,82,140,79,137,66,120,1,2,-1,-1,-1,-1,-1,-1,100829
比比加,2030,734,40,60,0,0,22,4.5,29,25,24,26,0,0,0,0,0,0,1,1,85,90,669,926,105,166,102,163,85,143,1,2,-1,-1,-1,-1,-1,-1,100829
比特,1596,763,0,0,80,20,21,4.5,19,20,23,26,0,0,0,0,0,0,1,1,1,1,29,41,4,7,5,8,5,7,1,2,-1,-1,-1,-1,-1,-1,100858
比特,1916,763,0,0,80,20,21,4.5,19,20,23,26,0,0,0,0,0,0,1,1,80,89,475,742,79,141,88,151,80,141,1,2,-1,-1,-1,-1,-1,-1,100858
毕格艾斯,1992,997,80,20,0,0,25,4.5,34,29,28,17,0,0,0,0,0,0,1,1,1,1,51,66,8,12,8,11,3,7,1,2,-1,-1,-1,-1,-1,-1,101452
毕卡斯,2350,96,0,0,90,10,27,4.5,27,42,20,32,0,0,0,0,0,0,1,1,1,1,53,69,12,16,7,11,8,11,1,2,-1,-1,-1,-1,-1,-1,101622
毕可斯,2349,90,90,10,0,0,27,4.5,29,40,22,30,0,0,0,0,0,0,1,1,1,1,55,70,12,15,7,11,7,11,1,2,-1,-1,-1,-1,-1,-1,101621
波比,2212,1133,0,0,20,80,23,4.5,26,30,24,34,0,0,0,0,0,0,1,1,1,1,43,56,7,11,6,10,7,10,1,2,-1,-1,-1,-1,-1,-1,101578
波波顿,1619,786,80,20,0,0,19,4.5,33,30,19,17,0,0,0,0,0,0,1,1,1,1,36,47,6,9,4,7,2,5,1,2,-1,-1,-1,-1,-1,-1,100881
波波顿,1762,786,80,20,0,0,19,4.5,33,30,19,17,0,0,0,0,0,0,1,1,1,70,36,743,6,143,4,114,2,85,1,2,-1,-1,-1,-1,-1,-1,100881
波波顿,1922,786,80,20,0,0,19,4.5,33,30,19,17,0,0,0,0,0,0,1,1,80,85,649,894,114,172,80,137,50,102,1,2,-1,-1,-1,-1,-1,-1,100881
波奇肯,2578,1188,80,20,0,0,32,4.5,27,44,26,35,0,0,0,0,0,0,5,3,1,1,66,85,15,20,10,15,10,15,1,2,649,-1,-1,-1,-1,-1,101909
玻洛布斯,1616,783,60,0,0,40,16,4.5,29,20,33,16,0,0,0,0,0,0,1,1,1,1,28,38,4,6,5,8,2,4,1,2,-1,-1,-1,-1,-1,-1,100878
玻洛布斯,1740,783,60,0,0,40,16,4.5,29,20,33,16,0,0,0,0,0,0,1,1,85,95,637,936,88,154,129,200,49,109,1,2,-1,-1,-1,-1,-1,-1,100878
伯洛西,2096,1080,0,20,80,0,24,4.5,32,31,22,24,0,0,0,0,0,0,1,1,1,1,48,62,8,12,6,10,5,8,1,2,-1,-1,-1,-1,-1,-1,101559
伯洛西,2163,1080,0,20,80,0,24,4.5,32,31,22,24,0,0,0,0,0,0,1,1,70,80,603,880,106,170,82,142,66,122,1,2,-1,-1,-1,-1,-1,-1,101559
伯洛西,2458,1080,0,20,80,0,24,4.5,32,31,22,24,0,0,0,0,0,0,1,1,60,70,522,777,92,150,71,126,57,108,1,2,-1,-1,-1,-1,-1,-1,101559
布比,13,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,1,1,31,40,3,5,3,5,1,3,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,156,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,1,1,31,40,3,5,3,5,1,3,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,157,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,8,10,91,137,10,19,8,18,4,12,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,158,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,9,11,99,148,11,21,9,19,4,13,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,159,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,10,12,108,159,12,22,10,20,5,14,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,1016,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,50,52,447,591,51,85,43,77,21,52,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,1017,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,52,54,464,612,53,88,45,80,21,54,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,1018,11,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,54,56,481,634,55,91,47,82,22,56,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,1171,587,80,20,0,0,15,4.5,42,20,16,12,0,0,0,0,0,0,2,0,15,25,150,299,17,43,14,39,7,26,1,-1,-1,-1,-1,-1,-1,-1,100254
布尔摩,2061,1051,0,0,80,20,27,4.5,22,43,28,31,0,0,0,0,0,0,1,1,1,1,50,65,12,16,9,13,7,11,1,2,-1,-1,-1,-1,-1,-1,101441
布尔摩,2490,169,0,0,80,20,27,4.5,22,43,28,31,0,0,0,0,0,0,1,1,1,1,50,65,12,16,9,13,7,11,1,2,541,-1,-1,-1,-1,-1,101441
布克布克,95,173,0,50,50,0,25,4.5,26,26,26,17,0,0,0,0,0,0,0,5,1,1,42,56,7,11,7,11,3,7,1,2,-1,-1,-1,-1,-1,-1,100321
布拉奇多斯,332,253,0,20,80,0,24,4.5,35,35,28,6,0,0,0,0,0,0,5,0,1,1,49,63,9,12,7,11,0,4,1,2,-1,-1,-1,-1,-1,-1,100353
布拉奇多斯,1065,253,0,20,80,0,24,4.5,35,35,28,6,0,0,0,0,0,0,5,0,1,1,49,63,9,12,7,11,0,4,1,2,-1,-1,-1,-1,-1,-1,100353
布拉奇多斯,1066,253,0,20,80,0,24,4.5,35,35,28,6,0,0,0,0,0,0,5,0,40,45,369,526,71,108,59,95,7,36,1,2,-1,-1,-1,-1,-1,-1,100353
布拉奇多斯,1445,253,0,20,80,0,24,4.5,35,35,28,6,0,0,0,0,0,0,5,0,95,105,820,1157,158,238,133,210,16,79,1,2,-1,-1,-1,-1,-1,-1,100353
布拉奇多斯,1466,253,0,20,80,0,24,4.5,35,35,28,6,0,0,0,0,0,0,5,0,80,90,697,999,134,205,113,181,13,68,1,2,-1,-1,-1,-1,-1,-1,100353
布拉奇多斯,1470,253,0,20,80,0,24,4.5,35,35,28,6,0,0,0,0,0,0,5,0,90,95,779,1052,150,216,126,191,15,72,1,2,-1,-1,-1,-1,-1,-1,100353
布莱兹,1648,815,30,70,0,0,30,4.5,28,31,25,33,0,0,0,0,0,0,1,1,1,1,59,76,10,15,9,13,9,13,1,2,-1,-1,-1,-1,-1,-1,100910
布莱兹,2063,815,30,70,0,0,30,4.5,28,31,25,33,0,0,0,0,0,0,1,1,26,30,256,372,46,73,39,65,40,65,1,2,-1,-1,-1,-1,-1,-1,100910
布兰恩,1638,805,80,0,0,20,25,4.5,24,29,27,29,0,0,0,0,0,0,1,1,1,1,44,58,8,12,7,11,6,10,1,2,-1,-1,-1,-1,-1,-1,100900
布兰恩,2038,805,80,0,0,20,25,4.5,24,29,27,29,0,0,0,0,0,0,1,1,90,95,674,942,127,192,120,185,102,164,1,2,-1,-1,-1,-1,-1,-1,100900
布里萨尔,2558,1177,0,100,0,0,27,4.5,33,40,31,33,0,0,0,0,0,1,1,1,1,1,62,78,12,16,10,14,8,12,1,2,-1,-1,-1,-1,-1,-1,101866
布里斯卡,2609,1219,90,10,0,0,26,4.5,29,32,13,24,0,0,0,0,0,0,2,2,1,1,47,62,9,12,4,8,5,9,1,2,-1,-1,-1,-1,-1,-1,101932
布林特,2570,1185,80,20,0,0,23,4.5,31,44,30,21,0,0,0,0,0,0,1,1,1,1,49,62,11,14,8,11,4,7,1,2,-1,-1,-1,-1,-1,-1,101880
布林帖斯,331,252,30,70,0,0,26,4.5,40,23,32,7,0,0,0,0,0,0,5,0,1,1,56,71,7,11,9,13,1,4,1,2,-1,-1,-1,-1,-1,-1,100352
布林帖斯,1397,252,30,70,0,0,26,4.5,40,23,32,7,0,0,0,0,0,0,5,0,1,1,56,71,7,11,9,13,1,4,1,2,-1,-1,-1,-1,-1,-1,100352
布林帖斯,1398,252,30,70,0,0,26,4.5,40,23,32,7,0,0,0,0,0,0,5,0,93,95,858,1109,112,173,144,205,19,76,1,2,-1,-1,-1,-1,-1,-1,100352
布林帖斯,1488,252,30,70,0,0,26,4.5,40,23,32,7,0,0,0,0,0,0,5,0,105,120,963,1385,126,216,161,256,22,95,1,2,-1,-1,-1,-1,-1,-1,100352
布林帖斯,1512,252,30,70,0,0,26,4.5,40,23,32,7,0,0,0,0,0,0,5,0,120,120,1094,1385,143,216,183,256,25,95,1,2,-1,-1,-1,-1,-1,-1,100352
布鲁宝,482,175,0,0,40,60,20,4.5,23,25,24,20,0,0,0,0,0,0,0,5,1,1,31,43,5,8,5,8,3,6,1,2,-1,-1,-1,-1,-1,-1,100395
布鲁宝,1108,175,0,0,40,60,20,4.5,23,25,24,20,0,0,0,0,0,0,0,5,30,40,213,378,39,76,37,74,24,56,1,2,-1,-1,-1,-1,-1,-1,100395
布鲁宝,1169,175,0,0,40,60,20,4.5,23,25,24,20,0,0,0,0,0,0,0,5,1,1,31,43,5,8,5,8,3,6,1,2,-1,-1,-1,-1,-1,-1,100395
布鲁顿,481,95,0,0,20,80,25,4.5,25,35,14,24,0,0,0,0,0,0,5,0,1,1,42,56,9,13,4,8,5,9,1,2,-1,-1,-1,-1,-1,-1,100394
布鲁顿,981,95,0,0,20,80,25,4.5,25,35,14,24,0,0,0,0,0,0,5,0,1,1,42,56,9,13,4,8,5,9,1,2,-1,-1,-1,-1,-1,-1,100394
布鲁顿,982,95,0,0,20,80,25,4.5,25,35,14,24,0,0,0,0,0,0,5,0,43,45,326,456,73,105,37,67,42,72,1,2,-1,-1,-1,-1,-1,-1,100394
布鲁顿,1389,95,0,0,20,80,25,4.5,25,35,14,24,0,0,0,0,0,0,5,0,88,90,630,864,142,200,71,128,82,137,1,2,-1,-1,-1,-1,-1,-1,100394
布鲁顿,2674,1284,20,0,0,80,32,4.5,24,43,20,43,0,0,0,0,0,0,3,1,1,1,63,81,15,19,8,13,13,17,1,2,711,-1,-1,-1,-1,-1,100394
布洛多斯,330,251,90,10,0,0,25,4.5,37,27,33,6,0,0,0,0,0,0,5,0,1,1,52,67,8,11,9,13,1,4,1,2,-1,-1,-1,-1,-1,-1,100351
布洛多斯,1444,251,90,10,0,0,25,4.5,37,27,33,6,0,0,0,0,0,0,5,0,95,105,842,1181,129,206,151,230,16,79,1,2,-1,-1,-1,-1,-1,-1,100351
布洛多斯,1465,251,90,10,0,0,25,4.5,37,27,33,6,0,0,0,0,0,0,5,0,80,90,716,1021,110,178,128,198,13,68,1,2,-1,-1,-1,-1,-1,-1,100351
布洛多斯,1469,251,90,10,0,0,25,4.5,37,27,33,6,0,0,0,0,0,0,5,0,90,95,800,1074,123,187,143,209,15,72,1,2,-1,-1,-1,-1,-1,-1,100351
布洛多斯,1557,251,90,10,0,0,25,4.5,37,27,33,6,0,0,0,0,0,0,5,0,1,1,52,67,8,11,9,13,1,4,1,2,-1,-1,-1,-1,-1,-1,100351
布斯迪,2102,1086,0,50,50,0,19,4.5,35,24,32,14,0,0,0,0,0,0,1,1,1,1,39,50,5,8,6,9,2,4,1,2,-1,-1,-1,-1,-1,-1,101553
布伊,15,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,1,1,48,61,5,8,4,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,160,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,1,1,48,61,5,8,4,7,2,5,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,161,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,9,11,119,173,13,24,11,22,5,15,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,163,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,10,12,128,184,14,26,12,23,6,16,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,164,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,11,13,137,196,15,28,13,24,6,17,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,1019,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,51,53,492,644,56,92,46,81,24,57,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,1020,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,53,55,510,666,58,95,48,84,25,59,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,1021,13,60,40,0,0,22,4.5,44,21,16,13,0,0,0,0,0,0,2,0,55,57,528,688,61,98,50,87,26,61,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊比,16,14,0,40,60,0,16,4.5,32,26,15,18,0,0,0,0,0,0,2,0,1,1,29,38,4,7,3,5,2,4,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,433,14,0,40,60,0,16,4.5,32,26,15,18,0,0,0,0,0,0,2,0,1,1,29,38,4,7,3,5,2,4,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,434,14,0,40,60,0,16,4.5,32,26,15,18,0,0,0,0,0,0,2,0,8,10,80,125,13,22,8,17,7,15,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,1022,14,0,40,60,0,16,4.5,32,26,15,18,0,0,0,0,0,0,2,0,52,54,402,549,65,100,43,77,35,68,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,1023,14,0,40,60,0,16,4.5,32,26,15,18,0,0,0,0,0,0,2,0,54,56,417,568,67,104,44,80,36,70,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,1024,14,0,40,60,0,16,4.5,32,26,15,18,0,0,0,0,0,0,2,0,56,58,431,588,69,107,46,83,37,73,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,1443,14,0,40,60,0,16,4.5,32,26,15,18,0,0,0,0,0,0,2,0,15,15,131,173,21,31,14,24,11,21,1,3,-1,-1,-1,-1,-1,-1,100257
布伊德,354,311,20,0,0,80,26,4.5,19,22,25,29,0,0,0,0,0,0,0,5,1,1,38,53,6,10,7,11,7,10,1,2,-1,-1,-1,-1,-1,-1,100375
布伊酷,2568,1182,0,90,10,0,29,4.5,34,44,23,34,0,0,0,0,0,0,1,1,1,1,67,84,14,18,8,13,9,13,1,2,-1,-1,-1,-1,-1,-1,101876
布依布鲁,1561,728,30,70,0,0,23,4.5,44,24,23,17,0,0,0,0,0,0,1,1,1,1,54,67,6,10,6,9,3,6,1,2,-1,-1,-1,-1,-1,-1,100823
布依布鲁,1724,728,30,70,0,0,23,4.5,44,24,23,17,0,0,0,0,0,0,1,1,65,75,658,937,82,140,79,137,41,92,1,2,-1,-1,-1,-1,-1,-1,100823
布依布鲁,1824,728,30,70,0,0,23,4.5,44,24,23,17,0,0,0,0,0,0,1,1,70,79,705,984,88,147,85,144,44,97,1,2,-1,-1,-1,-1,-1,-1,100823
布依布鲁,1846,728,30,70,0,0,23,4.5,44,24,23,17,0,0,0,0,0,0,1,1,80,90,800,1114,100,166,97,163,50,109,1,2,-1,-1,-1,-1,-1,-1,100823
布依布依,1562,729,0,70,30,0,23,4.5,44,28,19,18,0,0,0,0,0,0,1,1,1,1,54,67,7,10,5,9,3,6,1,2,-1,-1,-1,-1,-1,-1,100824
布依布依,1725,729,0,70,30,0,23,4.5,44,28,19,18,0,0,0,0,0,0,1,1,65,75,661,941,92,152,70,126,44,95,1,2,-1,-1,-1,-1,-1,-1,100824
布依布依,1847,729,0,70,30,0,23,4.5,44,28,19,18,0,0,0,0,0,0,1,1,80,90,803,1118,112,180,85,150,54,113,1,2,-1,-1,-1,-1,-1,-1,100824
布依伦斯,1649,816,0,0,30,70,28,4.5,21,29,26,34,0,0,0,0,0,0,1,1,1,1,47,63,9,13,8,12,8,12,1,2,-1,-1,-1,-1,-1,-1,100911
布依伦斯,1935,816,0,0,30,70,28,4.5,21,29,26,34,0,0,0,0,0,0,1,1,106,110,757,1053,149,222,137,209,143,213,1,2,-1,-1,-1,-1,-1,-1,100911
布依胖,1563,730,0,0,60,40,27,4.5,34,29,25,23,0,0,0,0,0,0,1,1,1,1,56,72,9,13,8,12,5,9,1,2,-1,-1,-1,-1,-1,-1,100825
布依胖,1726,730,0,0,60,40,27,4.5,34,29,25,23,0,0,0,0,0,0,1,1,65,75,591,862,96,156,86,145,59,113,1,2,-1,-1,-1,-1,-1,-1,100825
布依胖,1747,730,0,0,60,40,27,4.5,34,29,25,23,0,0,0,0,0,0,1,1,1,70,56,809,9,147,8,136,5,106,1,2,-1,-1,-1,-1,-1,-1,100825
财神爷,21209,21209,0,0,0,100,36,4.5,27,46,19,48,30,30,30,30,30,30,7,3,1,1,78,99,18,23,9,14,16,21,1,2,1035,1034,1058,1070,1073,-1,101156
查洛比克,2075,1059,20,0,0,80,29,4.5,24,43,20,35,0,0,0,0,0,0,1,1,1,1,55,71,13,17,7,11,9,13,1,2,-1,-1,-1,-1,-1,-1,101610
查洛毕尔,2074,1058,0,0,80,20,29,4.5,25,47,21,29,0,0,0,0,0,0,1,1,1,1,55,72,14,19,8,12,7,11,1,2,-1,-1,-1,-1,-1,-1,101609
查洛可利,2073,1057,0,80,20,0,29,4.5,32,42,22,28,0,0,0,0,0,0,1,1,1,1,62,79,13,17,8,12,7,11,1,2,-1,-1,-1,-1,-1,-1,101608
查洛奇斯,2072,1056,80,20,0,0,29,4.5,23,43,28,28,0,0,0,0,0,0,1,1,1,1,54,71,13,17,9,14,7,11,1,2,-1,-1,-1,-1,-1,-1,101607
宠物蛋,2055,1045,100,0,0,0,10,4.5,20,10,10,10,0,0,0,0,0,0,1,1,1,1,10,16,1,2,1,2,0,2,1,2,-1,-1,-1,-1,-1,60,101489
达克尔,45,64,0,80,20,0,18,4.5,24,22,21,18,0,0,0,0,0,0,0,3,1,1,27,37,4,7,4,7,2,5,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,178,64,0,80,20,0,18,4.5,24,22,21,18,0,0,0,0,0,0,0,3,1,1,27,37,4,7,4,7,2,5,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,179,64,0,80,20,0,18,4.5,24,22,21,18,0,0,0,0,0,0,0,3,9,13,76,139,12,26,12,25,8,19,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,180,64,0,80,20,0,18,4.5,24,22,21,18,0,0,0,0,0,0,0,3,11,15,88,156,14,29,14,28,9,22,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,181,64,0,80,20,0,18,4.5,24,22,21,18,0,0,0,0,0,0,0,3,15,19,113,189,18,35,18,35,11,27,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,1029,64,0,80,20,0,18,4.5,24,22,21,18,0,0,0,0,0,0,0,3,45,48,296,434,49,82,47,80,31,61,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,1030,64,0,80,20,0,18,4.5,24,22,21,18,0,0,0,0,0,0,0,3,47,50,309,451,51,85,49,83,32,64,1,2,-1,-1,-1,-1,-1,-1,100278
达伊诺洛斯,361,324,0,50,50,0,24,4.5,33,23,22,22,0,0,0,0,0,0,0,5,1,1,46,60,6,10,6,9,4,8,1,2,-1,-1,-1,-1,-1,-1,100382
大地守护兽,1373,693,100,0,0,0,14,4.5,23,15,25,5,0,0,0,0,0,0,1,0,50,50,279,401,37,68,56,87,6,35,1,2,-1,-1,-1,-1,-1,-1,100338
带刀侍卫(光明),21212,21212,0,0,0,100,36,4.5,27,46,19,48,30,30,30,30,30,30,7,3,1,1,78,99,18,23,9,14,16,21,1,2,1035,1034,1058,1070,1073,-1,130301
带刀侍卫(黑暗),21213,21213,0,0,0,100,36,4.5,27,46,19,48,30,30,30,30,30,30,7,3,1,1,78,99,18,23,9,14,16,21,1,2,1035,1034,1058,1070,1073,-1,130302
德古德贝特,2622,1232,0,90,10,0,26,4.5,28,32,12,34,20,20,20,20,20,20,5,1,1,1,48,63,9,13,4,8,8,11,1,2,-1,-1,-1,-1,-1,-1,101953
德古德贝特,2717,1327,0,90,10,0,32,4.5,28,46,19,40,20,20,20,20,20,20,5,1,1,1,68,86,16,20,8,13,12,16,1,2,114,-1,-1,-1,-1,-1,101953
德拉斯,2019,1024,0,0,0,100,23,4.5,23,25,16,44,0,0,0,0,0,0,1,1,1,1,39,53,6,10,4,8,9,12,1,2,-1,-1,-1,-1,-1,-1,101479
迪布恩,1639,806,10,90,0,0,28,4.5,28,30,23,26,0,0,0,0,0,0,1,1,1,1,52,68,9,13,7,11,6,10,1,2,-1,-1,-1,-1,-1,-1,100901
迪布恩,1938,806,10,90,0,0,28,4.5,28,30,23,26,0,0,0,0,0,0,1,1,85,90,680,940,125,187,102,163,87,145,1,2,-1,-1,-1,-1,-1,-1,100901
迪布恩,2039,806,10,90,0,0,28,4.5,28,30,23,26,0,0,0,0,0,0,1,1,90,95,718,989,132,197,107,172,92,153,1,2,-1,-1,-1,-1,-1,-1,100901
迪布恩,2062,806,10,90,0,0,28,4.5,28,30,23,26,0,0,0,0,0,0,1,1,80,81,643,852,118,170,96,148,82,132,1,2,-1,-1,-1,-1,-1,-1,100901
迪基格斯,1589,756,20,80,0,0,26,4.5,31,37,18,22,0,0,0,0,0,0,1,1,1,1,51,66,10,14,6,9,5,8,1,2,-1,-1,-1,-1,-1,-1,100851
迪基格斯,1937,756,20,80,0,0,26,4.5,31,37,18,22,0,0,0,0,0,0,1,1,90,95,752,1025,156,223,91,154,76,136,1,2,-1,-1,-1,-1,-1,-1,100851
迪基格斯,2677,1287,20,80,0,0,32,4.5,27,48,24,38,5,5,5,5,5,5,3,2,1,1,68,87,16,21,10,14,11,16,1,2,712,-1,-1,-1,-1,-1,100851
迪加,1617,784,0,80,20,0,20,4.5,38,32,15,18,0,0,0,0,0,0,1,1,1,1,42,54,7,10,4,7,3,6,1,2,-1,-1,-1,-1,-1,-1,100879
迪米布斯,1615,782,0,100,0,0,17,4.5,34,21,31,13,0,0,0,0,0,0,1,1,1,1,33,43,4,6,5,8,1,4,1,2,-1,-1,-1,-1,-1,-1,100877
迪米布斯,1939,782,0,100,0,0,17,4.5,34,21,31,13,0,0,0,0,0,0,1,1,85,90,695,951,92,151,124,185,38,93,1,2,-1,-1,-1,-1,-1,-1,100877
迪欧,1481,719,0,50,50,0,20,5,35,35,20,10,0,0,0,0,0,0,10,10,1,1,40,51,7,10,5,8,1,4,1,2,-1,-1,-1,-1,-1,30,100401
迪亚古斯,2008,1013,50,50,0,0,25,4.5,33,30,34,13,0,0,0,0,0,0,1,1,1,1,51,65,8,12,9,13,2,6,1,2,-1,-1,-1,-1,-1,-1,101468
翟贝里恩,1980,986,0,0,100,0,39,4.5,24,44,24,26,0,0,0,0,0,0,5,0,1,1,72,95,18,24,11,17,9,14,1,2,-1,-1,-1,-1,-1,-1,101437
动物园养的拉斯基,1733,854,0,0,60,40,10,4,20,23,21,26,0,0,0,0,0,0,1,1,1,1,14,20,2,4,2,3,2,3,1,2,-1,-1,-1,-1,-1,10,100853
多尔克,2098,1082,0,0,80,20,25,4.5,26,27,24,29,0,0,0,0,0,0,1,1,1,1,45,59,7,11,7,10,6,10,1,2,-1,-1,-1,-1,-1,-1,101548
多尔克,2153,1082,0,0,80,20,25,4.5,26,27,24,29,0,0,0,0,0,0,1,1,40,50,325,525,56,101,52,95,48,90,1,2,-1,-1,-1,-1,-1,-1,101548
多芬,2407,123,0,90,10,0,40,4.5,31,40,26,27,0,0,0,0,0,0,6,3,1,1,85,108,18,23,12,18,10,15,1,2,645,-1,-1,-1,-1,-1,101705
多格斯,2084,1068,70,30,0,0,28,4.5,29,36,38,18,0,0,0,0,0,0,1,1,1,1,57,73,11,15,12,16,4,8,1,2,-1,-1,-1,-1,-1,-1,101569
多格斯,2149,1068,70,30,0,0,28,4.5,29,36,38,18,0,0,0,0,0,0,1,1,30,40,293,482,59,103,62,106,23,55,1,2,-1,-1,-1,-1,-1,-1,101569
多格斯,2445,1068,70,30,0,0,28,4.5,29,36,38,18,0,0,0,0,0,0,1,1,60,70,538,796,109,170,114,176,42,91,1,2,-1,-1,-1,-1,-1,-1,101569
多利凯拉,146,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,1,2,28,47,3,8,5,10,1,4,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,147,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,2,4,35,65,4,10,6,13,1,6,1,2,-1,-1,-1,-1,-1,-1,100337
多利凯拉,148,213,70,30,0,0,18,4.5,27,18,28,10,0,0,0,0,0,0,1,0,4,6,47,82,6,13,9,17,2,8,1,2,-1,-1,-1,-1,-1,-1,100337
